2025/07/31 13:23:21 CONFIG_SYNC: Version: 1.8.1-rh-1
2025/07/31 13:23:21 CONFIG_SYNC: Waiting for Skupper router to be ready
2025/07/31 13:23:26 CONFIG_SYNC: Starting collector...
2025/08/05 15:38:05 Bridge config is synchronised
2025/08/05 15:38:35 Bridge config is synchronised
2025/08/05 15:39:05 Bridge config is synchronised
2025/08/05 15:39:35 Bridge config is synchronised
2025/08/05 15:40:05 Bridge config is synchronised
2025/08/05 15:40:35 Bridge config is synchronised
2025/08/05 15:41:05 Bridge config is synchronised
2025/08/05 15:41:35 Bridge config is synchronised
2025/08/05 15:42:05 Bridge config is synchronised
2025/08/05 15:42:35 Bridge config is synchronised
2025/08/05 15:43:05 Bridge config is synchronised
2025/08/05 15:43:35 Bridge config is synchronised
2025/08/05 15:44:05 Bridge config is synchronised
2025/08/05 15:44:35 Bridge config is synchronised
2025/08/05 15:45:05 Bridge config is synchronised
2025/08/05 15:45:35 Bridge config is synchronised
2025/08/05 15:46:05 Bridge config is synchronised
2025/08/05 15:46:35 Bridge config is synchronised
2025/08/05 15:47:05 Bridge config is synchronised
2025/08/05 15:47:35 Bridge config is synchronised
2025/08/05 15:48:05 Bridge config is synchronised
2025/08/05 15:48:35 Bridge config is synchronised
2025/08/05 15:49:05 Bridge config is synchronised
2025/08/05 15:49:35 Bridge config is synchronised
2025/08/05 15:50:05 Bridge config is synchronised
2025/08/05 15:50:35 Bridge config is synchronised
2025/08/05 15:51:05 Bridge config is synchronised
2025/08/05 15:51:35 Bridge config is synchronised
2025/08/05 15:52:05 Bridge config is synchronised
2025/08/05 15:52:35 Bridge config is synchronised
2025/08/05 15:53:05 Bridge config is synchronised
2025/08/05 15:53:35 Bridge config is synchronised
2025/08/05 15:54:05 Bridge config is synchronised
2025/08/05 15:54:35 Bridge config is synchronised
2025/08/05 15:55:05 Bridge config is synchronised
2025/08/05 15:55:35 Bridge config is synchronised
2025/08/05 15:56:05 Bridge config is synchronised
2025/08/05 15:56:35 Bridge config is synchronised
2025/08/05 15:57:05 Bridge config is synchronised
2025/08/05 15:57:35 Bridge config is synchronised
2025/08/05 15:58:05 Bridge config is synchronised
2025/08/05 15:58:35 Bridge config is synchronised
2025/08/05 15:59:05 Bridge config is synchronised
2025/08/05 15:59:35 Bridge config is synchronised
2025/08/05 16:00:05 Bridge config is synchronised
2025/08/05 16:00:35 Bridge config is synchronised
2025/08/05 16:01:05 Bridge config is synchronised
2025/08/05 16:01:35 Bridge config is synchronised
I0805 16:01:55.740789       1 leaderelection.go:253] successfully acquired lease silm-mongodb/skupper-site-leader
2025/08/05 16:01:55 COLLECTOR: Leader skupper-router-7f4bf489d5-d94wd starting site collection after 122h38m28.76318974s
2025/08/05 16:01:55 COLLECTOR: Starting flow collector
2025/08/05 16:01:55 COLLECTOR: Connection for receiver mc/sfe.all to amqp://localhost:5672 established
2025/08/05 16:01:56 COLLECTOR: Priming site with expected beacons for 'd94wd:0' and '85f36ae8-19b9-49fd-833d-02e53be0ab0e'
2025/08/05 16:01:56 COLLECTOR: Detected event source 85f36ae8-19b9-49fd-833d-02e53be0ab0e of type CONTROLLER 
2025/08/05 16:01:56 COLLECTOR: Detected event source d94wd:0 of type ROUTER 
2025/08/05 16:01:56 COLLECTOR: Connection for receiver mc/sfe.d94wd:0 to amqp://localhost:5672 established
2025/08/05 16:01:56 COLLECTOR: Connection for sender sfe.85f36ae8-19b9-49fd-833d-02e53be0ab0e to amqp://localhost:5672 established
2025/08/05 16:01:56 COLLECTOR: Connection for receiver mc/sfe.85f36ae8-19b9-49fd-833d-02e53be0ab0e.heartbeats to amqp://localhost:5672 established
2025/08/05 16:01:56 COLLECTOR: Connection for receiver mc/sfe.d94wd:0.logs to amqp://localhost:5672 established
2025/08/05 16:01:56 COLLECTOR: Connection for sender sfe.d94wd:0 to amqp://localhost:5672 established
2025/08/05 16:01:56 COLLECTOR: Connection for receiver mc/sfe.85f36ae8-19b9-49fd-833d-02e53be0ab0e to amqp://localhost:5672 established
2025/08/05 16:01:56 COLLECTOR: Detected event source 30154dce-1695-472b-8dce-1f582c24acbf of type CONTROLLER 
2025/08/05 16:01:56 COLLECTOR: Connection for receiver mc/sfe.30154dce-1695-472b-8dce-1f582c24acbf.heartbeats to amqp://localhost:5672 established
2025/08/05 16:01:56 COLLECTOR: Connection for sender sfe.30154dce-1695-472b-8dce-1f582c24acbf to amqp://localhost:5672 established
2025/08/05 16:01:56 COLLECTOR: Connection for receiver mc/sfe.30154dce-1695-472b-8dce-1f582c24acbf to amqp://localhost:5672 established
2025/08/05 16:01:57 LOG_EVENT: {"recType":"LOGEVENT","identity":"d94wd:88418","parent":"d94wd:0","startTime":1754409717102411,"endTime":1754409717102411,"source":"d94wd:0.logs","severity":3,"logText":"LOG_SERVER: [C250040] Connection from 254.15.0.1:57975 (to :55671) failed: amqp:connection:framing-error SSL Failure: error:0A000126:SSL routines::unexpected eof while reading","fileName":"/remote-source/skupper-router/app/src/server.c","lineNumber":1107} 
2025/08/05 16:01:57 LOG_EVENT: {"recType":"LOGEVENT","identity":"d94wd:88432","parent":"d94wd:0","startTime":1754409717134021,"endTime":1754409717134021,"source":"d94wd:0.logs","severity":3,"logText":"LOG_SERVER: [C104] Connection from 254.15.0.1:44097 (to :55671) failed: proton:io Connection reset by peer - disconnected :5672 (SSL Failure: error:0A000126:SSL routines::unexpected eof while reading)","fileName":"/remote-source/skupper-router/app/src/server.c","lineNumber":1107} 
2025/08/05 16:01:57 LOG_EVENT: {"recType":"LOGEVENT","identity":"d94wd:88463","parent":"d94wd:0","startTime":1754409717154935,"endTime":1754409717154935,"source":"d94wd:0.logs","severity":3,"logText":"LOG_SERVER: [C103] Connection from 254.15.0.1:44090 (to :55671) failed: proton:io Connection reset by peer - disconnected :5672 (SSL Failure: error:0A000126:SSL routines::unexpected eof while reading)","fileName":"/remote-source/skupper-router/app/src/server.c","lineNumber":1107} 
2025/08/05 16:01:57 COLLECTOR: Sending flush to  sfe.85f36ae8-19b9-49fd-833d-02e53be0ab0e
2025/08/05 16:01:57 COLLECTOR: Sending flush to  sfe.d94wd:0
2025/08/05 16:01:57 FLOW_LOG: {"recType":"SITE","identity":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","startTime":1747241451000000,"endTime":0,"source":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","platform":"kubernetes","name":"skupper-prd-wyn","nameSpace":"silm-mongodb","siteVersion":"1.8.1-rh-1","policy":"disabled"}
2025/08/05 16:01:57 FLOW_LOG: {"recType":"PROCESS_GROUP","identity":"2d00f764-745c-46ca-b1fd-4943ee1d633d","startTime":1754409717270351,"endTime":0,"name":"mongodb-enterprise-database-ubi@sha256","processGroupRole":"external"}
2025/08/05 16:01:57 FLOW_LOG: {"recType":"PROCESS","identity":"ee8632ef-9b33-47cf-87e2-eb54a2ba5a96","parent":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","startTime":1753456104000000,"endTime":0,"source":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","name":"prd-mc-rs-mdb-0-0","parentName":"skupper-prd-wyn","imageName":"quay.io/mongodb/mongodb-enterprise-database-ubi@sha256:c70216711aa12eedf1ae06b0864eea0b47474e4b412fd6395b6103f5e0ea8cac","groupName":"mongodb-enterprise-database-ubi@sha256","groupIdentity":"2d00f764-745c-46ca-b1fd-4943ee1d633d","hostName":"bmworker22.ocp-prd-wyn.bell.corp.bce.ca","sourceHost":"254.14.15.43","processRole":"external","processBinding":"unbound"}
2025/08/05 16:01:57 FLOW_LOG: {"recType":"PROCESS","identity":"45739729-8d44-4484-a25f-c521cfdb9ca7","parent":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","startTime":1753235905000000,"endTime":0,"source":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","name":"prd-mc-rs-mdb-0-1","parentName":"skupper-prd-wyn","imageName":"quay.io/mongodb/mongodb-enterprise-database-ubi@sha256:c70216711aa12eedf1ae06b0864eea0b47474e4b412fd6395b6103f5e0ea8cac","groupName":"mongodb-enterprise-database-ubi@sha256","groupIdentity":"2d00f764-745c-46ca-b1fd-4943ee1d633d","hostName":"bmworker26.ocp-prd-wyn.bell.corp.bce.ca","sourceHost":"254.12.22.255","processRole":"external","processBinding":"unbound"}
2025/08/05 16:01:57 FLOW_LOG: {"recType":"PROCESS_GROUP","identity":"ccdd5cf3-c42e-4779-b2d9-6373d3527fbb","startTime":1754409717294455,"endTime":0,"name":"mongodb-enterprise-operator","processGroupRole":"external"}
2025/08/05 16:01:57 FLOW_LOG: {"recType":"PROCESS","identity":"ba1b6db7-2b1e-4f63-b1e9-df42d88cecec","parent":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","startTime":1753988440000000,"endTime":0,"source":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","name":"mongodb-enterprise-operator-69dff8894c-kpnfv","parentName":"skupper-prd-wyn","imageName":"quay.io/mongodb/mongodb-enterprise-operator-ubi@sha256:1db14fcb3a876d811b64077a7fcd65581c48922a2b7898d1218136cecd3cc30d","groupName":"mongodb-enterprise-operator","groupIdentity":"ccdd5cf3-c42e-4779-b2d9-6373d3527fbb","hostName":"bmworker26.ocp-prd-wyn.bell.corp.bce.ca","sourceHost":"254.12.22.151","processRole":"external","processBinding":"unbound"}
2025/08/05 16:01:57 FLOW_LOG: {"recType":"PROCESS_GROUP","identity":"e09aaa3c-7710-48e1-9632-8f31cbad8725","startTime":1754409717754054,"endTime":0,"name":"skupper","processGroupRole":"internal"}
2025/08/05 16:01:58 FLOW_LOG: {"recType":"PROCESS","identity":"7fde0470-37fc-4236-8280-48f811d58102","parent":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","startTime":1753971889000000,"endTime":0,"source":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","name":"skupper-prometheus-7696ccbd84-vmxj8","parentName":"skupper-prd-wyn","imageName":"registry.redhat.io/openshift4/ose-prometheus@sha256:baf5189676a5dc386e41c1e2a0455db4ec3394b47a411cb604c3fa1933e270a5","groupName":"skupper","groupIdentity":"e09aaa3c-7710-48e1-9632-8f31cbad8725","hostName":"bmworker26.ocp-prd-wyn.bell.corp.bce.ca","sourceHost":"254.12.22.214","processRole":"internal","processBinding":"unbound"}
2025/08/05 16:01:58 FLOW_LOG: {"recType":"PROCESS","identity":"d95b4912-8682-4e2f-8c23-1dc1423b4434","parent":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","startTime":1753968178000000,"endTime":0,"source":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","name":"skupper-router-7f4bf489d5-d94wd","parentName":"skupper-prd-wyn","imageName":"registry.redhat.io/service-interconnect/skupper-router-rhel9@sha256:3e3cc571cfd9bb720ef69fe99851b4af7130f3583a116c91ee36e926f196574f","groupName":"skupper","groupIdentity":"e09aaa3c-7710-48e1-9632-8f31cbad8725","hostName":"bmworker29.ocp-prd-wyn.bell.corp.bce.ca","sourceHost":"254.15.26.206","processRole":"internal","processBinding":"unbound"}
2025/08/05 16:01:59 FLOW_LOG: {"recType":"PROCESS","identity":"8deed75e-e902-4ad6-8d50-c165b1775435","parent":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","startTime":1747241454000000,"endTime":0,"source":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","name":"skupper-service-controller-d76cc7f84-b8rtn","parentName":"skupper-prd-wyn","imageName":"registry.redhat.io/service-interconnect/skupper-service-controller-rhel9@sha256:d393298b8a2b8d630c147bc9efb7d62345788527f497852967c9825649595e29","groupName":"skupper","groupIdentity":"e09aaa3c-7710-48e1-9632-8f31cbad8725","hostName":"bmworker15.ocp-prd-wyn.bell.corp.bce.ca","sourceHost":"254.14.10.84","processRole":"internal","processBinding":"unbound"}
2025/08/05 16:01:59 FLOW_LOG: {"recType":"HOST","identity":"b0c59025-05a6-4704-9031-54fc56a070bc-silm-mongodb","parent":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","startTime":1601563033000000,"endTime":0,"source":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","provider":"","name":"bmworker18.ocp-prd-wyn.bell.corp.bce.ca"}
2025/08/05 16:02:00 FLOW_LOG: {"recType":"HOST","identity":"023e5fe1-4a42-4d08-8f06-9b3251fab205-silm-mongodb","parent":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","startTime":1604430542000000,"endTime":0,"source":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","provider":"","name":"bmworker19.ocp-prd-wyn.bell.corp.bce.ca"}
2025/08/05 16:02:00 FLOW_LOG: {"recType":"HOST","identity":"f0bbb861-eea5-41ae-aea3-e1a36430dd63-silm-mongodb","parent":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","startTime":1731353114000000,"endTime":0,"source":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","provider":"","name":"bmworker31.ocp-prd-wyn.bell.corp.bce.ca"}
2025/08/05 16:02:01 COLLECTOR: Sending flush to  sfe.30154dce-1695-472b-8dce-1f582c24acbf
2025/08/05 16:02:01 FLOW_LOG: {"recType":"HOST","identity":"37a8db6b-2408-45f9-a616-48f86e167bf1-silm-mongodb","parent":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","startTime":1599603804000000,"endTime":0,"source":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","provider":"","name":"bmworker9.ocp-prd-wyn.bell.corp.bce.ca"}
2025/08/05 16:02:01 FLOW_LOG: {"recType":"HOST","identity":"cb56212c-4e84-45a1-a3c9-f9205d05b2b7-silm-mongodb","parent":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","startTime":1637631041000000,"endTime":0,"source":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","provider":"","name":"vmworker9.ocp-prd-wyn.bell.corp.bce.ca"}
2025/08/05 16:02:02 FLOW_LOG: {"recType":"HOST","identity":"e05abc96-14d5-449f-b403-4073b1006480-silm-mongodb","parent":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","startTime":1655417626000000,"endTime":0,"source":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","provider":"","name":"vmworker16.ocp-prd-wyn.bell.corp.bce.ca"}
2025/08/05 16:02:02 FLOW_LOG: {"recType":"HOST","identity":"587ca11b-865e-4d01-8b62-c154db34e91c-silm-mongodb","parent":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","startTime":1626117131000000,"endTime":0,"source":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","provider":"","name":"vmworker6.ocp-prd-wyn.bell.corp.bce.ca"}
2025/08/05 16:02:02 FLOW_LOG: {"recType":"HOST","identity":"3fbf62c3-17fd-43b2-8fb3-3c2570c91b17-silm-mongodb","parent":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","startTime":1635256735000000,"endTime":0,"source":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","provider":"","name":"bmworker28.ocp-prd-wyn.bell.corp.bce.ca"}
2025/08/05 16:02:03 COLLECTOR: Detected event source dv879:0 of type ROUTER 
2025/08/05 16:02:03 FLOW_LOG: {"recType":"ROUTER","identity":"d94wd:0","parent":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","startTime":1753968203129469,"endTime":0,"source":"d94wd:0","name":"0/skupper-prd-wyn-skupper-router-7f4bf489d5-d94wd","namespace":"silm-mongodb","mode":"interior","imageName":"skupper-router","imageVersion":"","hostname":"skupper-router-7f4bf489d5-d94wd","buildVersion":"2.7.1-rh-1"}
2025/08/05 16:02:03 COLLECTOR: Connection for receiver mc/sfe.dv879:0.logs to amqp://localhost:5672 established
2025/08/05 16:02:03 COLLECTOR: Connection for sender sfe.dv879:0 to amqp://localhost:5672 established
2025/08/05 16:02:03 COLLECTOR: Connection for receiver mc/sfe.dv879:0 to amqp://localhost:5672 established
2025/08/05 16:02:04 COLLECTOR: First functional network status update written after 8.381691487s and 19 updates
2025/08/05 16:02:04 FLOW_LOG: {"recType":"ADDRESS","identity":"6c4b88de-a39e-4029-90ac-d02daba28120","startTime":1753968203150166,"endTime":0,"name":"prd-mc-rs-mdb-0-0-svc:27018","protocol":"tcp","listenerCount":0,"connectorCount":0}
2025/08/05 16:02:04 FLOW_LOG: {"recType":"LISTENER","identity":"d94wd:1","parent":"d94wd:0","startTime":1753968203150166,"endTime":0,"source":"d94wd:0","name":"prd-mc-rs-mdb-0-0-svc:27018","destHost":"0.0.0.0","destPort":"1025","protocol":"tcp","address":"prd-mc-rs-mdb-0-0-svc:27018","addressId":"6c4b88de-a39e-4029-90ac-d02daba28120"}
2025/08/05 16:02:04 FLOW_LOG: {"recType":"ADDRESS","identity":"c8fe2f90-f4e7-4f96-84de-dffd68a57a69","startTime":1753968203150608,"endTime":0,"name":"prd-mc-rs-mdb-0-1-svc:27017","protocol":"tcp","listenerCount":0,"connectorCount":0}
2025/08/05 16:02:05 FLOW_LOG: {"recType":"LISTENER","identity":"d94wd:2","parent":"d94wd:0","startTime":1753968203150608,"endTime":0,"source":"d94wd:0","name":"prd-mc-rs-mdb-0-1-svc:27017","destHost":"0.0.0.0","destPort":"1026","protocol":"tcp","address":"prd-mc-rs-mdb-0-1-svc:27017","addressId":"c8fe2f90-f4e7-4f96-84de-dffd68a57a69"}
2025/08/05 16:02:05 FLOW_LOG: {"recType":"ADDRESS","identity":"e30c1601-9325-44ea-a349-30dd502afa6c","startTime":1753968203151025,"endTime":0,"name":"prd-mc-rs-mdb-0-1-svc:27018","protocol":"tcp","listenerCount":0,"connectorCount":0}
2025/08/05 16:02:06 FLOW_LOG: {"recType":"LISTENER","identity":"d94wd:3","parent":"d94wd:0","startTime":1753968203151025,"endTime":0,"source":"d94wd:0","name":"prd-mc-rs-mdb-0-1-svc:27018","destHost":"0.0.0.0","destPort":"1027","protocol":"tcp","address":"prd-mc-rs-mdb-0-1-svc:27018","addressId":"e30c1601-9325-44ea-a349-30dd502afa6c"}
2025/08/05 16:02:07 FLOW_LOG: {"recType":"ADDRESS","identity":"b16a8f04-661a-4131-8c76-c6f59b53423f","startTime":1753968203151428,"endTime":0,"name":"prd-mc-rs-mdb-1-0-svc:27017","protocol":"tcp","listenerCount":0,"connectorCount":0}
2025/08/05 16:02:07 Bridge config is synchronised
2025/08/05 16:02:08 FLOW_LOG: {"recType":"LISTENER","identity":"d94wd:4","parent":"d94wd:0","startTime":1753968203151428,"endTime":0,"source":"d94wd:0","name":"prd-mc-rs-mdb-1-0-svc:27017","destHost":"0.0.0.0","destPort":"1030","protocol":"tcp","address":"prd-mc-rs-mdb-1-0-svc:27017","addressId":"b16a8f04-661a-4131-8c76-c6f59b53423f"}
2025/08/05 16:02:08 FLOW_LOG: {"recType":"ADDRESS","identity":"02e8a430-1997-42bf-a7c3-c1cec603e1ad","startTime":1753968203151847,"endTime":0,"name":"prd-mc-rs-mdb-1-0-svc:27018","protocol":"tcp","listenerCount":0,"connectorCount":0}
2025/08/05 16:02:09 FLOW_LOG: {"recType":"LISTENER","identity":"d94wd:5","parent":"d94wd:0","startTime":1753968203151847,"endTime":0,"source":"d94wd:0","name":"prd-mc-rs-mdb-1-0-svc:27018","destHost":"0.0.0.0","destPort":"1031","protocol":"tcp","address":"prd-mc-rs-mdb-1-0-svc:27018","addressId":"02e8a430-1997-42bf-a7c3-c1cec603e1ad"}
2025/08/05 16:02:09 FLOW_LOG: {"recType":"ADDRESS","identity":"7f50d5c7-65d8-494a-a9ec-d5835b72190d","startTime":1753968203152264,"endTime":0,"name":"prd-mc-rs-mdb-0-0-svc:27017","protocol":"tcp","listenerCount":0,"connectorCount":0}
2025/08/05 16:02:10 FLOW_LOG: {"recType":"LISTENER","identity":"d94wd:6","parent":"d94wd:0","startTime":1753968203152264,"endTime":0,"source":"d94wd:0","name":"prd-mc-rs-mdb-0-0-svc:27017","destHost":"0.0.0.0","destPort":"1024","protocol":"tcp","address":"prd-mc-rs-mdb-0-0-svc:27017","addressId":"7f50d5c7-65d8-494a-a9ec-d5835b72190d"}
2025/08/05 16:02:10 FLOW_LOG: {"recType":"CONNECTOR","identity":"d94wd:7","parent":"d94wd:0","startTime":1753968203152698,"endTime":0,"source":"d94wd:0","destHost":"prd-mc-rs-mdb-0-1.prd-mc-rs-mdb-0-svc","destPort":"27017","protocol":"tcp","address":"prd-mc-rs-mdb-0-1-svc:27017","addressId":"c8fe2f90-f4e7-4f96-84de-dffd68a57a69"}
2025/08/05 16:02:11 FLOW_LOG: {"recType":"CONNECTOR","identity":"d94wd:8","parent":"d94wd:0","startTime":1753968203153192,"endTime":0,"source":"d94wd:0","destHost":"prd-mc-rs-mdb-0-1.prd-mc-rs-mdb-0-svc","destPort":"27018","protocol":"tcp","address":"prd-mc-rs-mdb-0-1-svc:27018","addressId":"e30c1601-9325-44ea-a349-30dd502afa6c"}
2025/08/05 16:02:11 FLOW_LOG: {"recType":"CONNECTOR","identity":"d94wd:9","parent":"d94wd:0","startTime":1753968203153612,"endTime":0,"source":"d94wd:0","destHost":"prd-mc-rs-mdb-0-0.prd-mc-rs-mdb-0-svc","destPort":"27017","protocol":"tcp","address":"prd-mc-rs-mdb-0-0-svc:27017","addressId":"7f50d5c7-65d8-494a-a9ec-d5835b72190d"}
2025/08/05 16:02:11 FLOW_LOG: {"recType":"CONNECTOR","identity":"d94wd:10","parent":"d94wd:0","startTime":1753968203154032,"endTime":0,"source":"d94wd:0","destHost":"prd-mc-rs-mdb-0-0.prd-mc-rs-mdb-0-svc","destPort":"27018","protocol":"tcp","address":"prd-mc-rs-mdb-0-0-svc:27018","addressId":"6c4b88de-a39e-4029-90ac-d02daba28120"}
2025/08/05 16:02:12 FLOW_LOG: {"recType":"LINK","identity":"d94wd:87941","parent":"d94wd:0","startTime":1754409700848279,"endTime":0,"source":"d94wd:0","mode":"interior","name":"skupper-prd-dor-skupper-router-6c9d8b4d99-dv879","linkCost":1,"direction":"incoming"}
2025/08/05 16:02:13 FLOW_LOG: {"recType":"HOST","identity":"69aafb79-64f9-43ae-8a53-7779c5b8dbc9-silm-mongodb","parent":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","startTime":1730929914000000,"endTime":0,"source":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","provider":"","name":"bmworker29.ocp-prd-wyn.bell.corp.bce.ca"}
2025/08/05 16:02:13 FLOW_LOG: {"recType":"HOST","identity":"0bd9bf16-d01e-471e-aa82-17c489044fa4-silm-mongodb","parent":"30154dce-1695-472b-8dce-1f582c24acbf","startTime":1600801220000000,"endTime":0,"source":"30154dce-1695-472b-8dce-1f582c24acbf","provider":"","name":"bmworker2.ocp-prd-dor.bell.corp.bce.ca"}
2025/08/05 16:02:13 FLOW_LOG: {"recType":"HOST","identity":"ebf12adf-6988-41d6-944a-8786ce97c6b1-silm-mongodb","parent":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","startTime":1597866239000000,"endTime":0,"source":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","provider":"","name":"bmworker6.ocp-prd-wyn.bell.corp.bce.ca"}
2025/08/05 16:02:14 FLOW_LOG: {"recType":"PROCESS","identity":"e42d017f-6638-494c-8daf-ab529285b9b4","parent":"30154dce-1695-472b-8dce-1f582c24acbf","startTime":1753968139000000,"endTime":0,"source":"30154dce-1695-472b-8dce-1f582c24acbf","name":"skupper-router-6c9d8b4d99-9pz67","imageName":"registry.redhat.io/service-interconnect/skupper-router-rhel9@sha256:3e3cc571cfd9bb720ef69fe99851b4af7130f3583a116c91ee36e926f196574f","groupName":"skupper","groupIdentity":"e09aaa3c-7710-48e1-9632-8f31cbad8725","hostName":"bmworker29.ocp-prd-dor.bell.corp.bce.ca","sourceHost":"254.18.23.2","processRole":"internal","processBinding":"unbound"}
2025/08/05 16:02:14 FLOW_LOG: {"recType":"HOST","identity":"4dbdf592-68a7-4222-baa2-5901db8e77f0-silm-mongodb","parent":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","startTime":1649794900000000,"endTime":0,"source":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","provider":"","name":"vmworker14.ocp-prd-wyn.bell.corp.bce.ca"}
2025/08/05 16:02:15 FLOW_LOG: {"recType":"HOST","identity":"7268278e-0418-4a16-8f00-7fb6d1eb0e02-silm-mongodb","parent":"30154dce-1695-472b-8dce-1f582c24acbf","startTime":1604084896000000,"endTime":0,"source":"30154dce-1695-472b-8dce-1f582c24acbf","provider":"","name":"bmworker11.ocp-prd-dor.bell.corp.bce.ca"}
2025/08/05 16:02:15 FLOW_LOG: {"recType":"HOST","identity":"b58f7776-106b-40f3-9408-837fd8d9e080-silm-mongodb","parent":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","startTime":1596137986000000,"endTime":0,"source":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","provider":"","name":"vmworker2.ocp-prd-wyn.bell.corp.bce.ca"}
2025/08/05 16:02:16 FLOW_LOG: {"recType":"HOST","identity":"f684cdce-dd0e-4373-97ed-57a9f6b710d1-silm-mongodb","parent":"30154dce-1695-472b-8dce-1f582c24acbf","startTime":1635866008000000,"endTime":0,"source":"30154dce-1695-472b-8dce-1f582c24acbf","provider":"","name":"bmworker30.ocp-prd-dor.bell.corp.bce.ca"}
2025/08/05 16:02:16 FLOW_LOG: {"recType":"HOST","identity":"b0878afa-f6ca-42b4-9648-42058ea4eeec-silm-mongodb","parent":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","startTime":1635256736000000,"endTime":0,"source":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","provider":"","name":"bmworker26.ocp-prd-wyn.bell.corp.bce.ca"}
2025/08/05 16:02:17 FLOW_LOG: {"recType":"HOST","identity":"45ea3651-9529-4d4a-9dbb-dd642596d32a-silm-mongodb","parent":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","startTime":1596133904000000,"endTime":0,"source":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","provider":"","name":"master3.ocp-prd-wyn.bell.corp.bce.ca"}
2025/08/05 16:02:17 COLLECTOR: Sending flush to  sfe.dv879:0
2025/08/05 16:02:17 FLOW_LOG: {"recType":"PROCESS","identity":"e42d017f-6638-494c-8daf-ab529285b9b4","parent":"30154dce-1695-472b-8dce-1f582c24acbf","startTime":1753968139000000,"endTime":1754409719643479,"source":"30154dce-1695-472b-8dce-1f582c24acbf","name":"skupper-router-6c9d8b4d99-9pz67","imageName":"registry.redhat.io/service-interconnect/skupper-router-rhel9@sha256:3e3cc571cfd9bb720ef69fe99851b4af7130f3583a116c91ee36e926f196574f","groupName":"skupper","groupIdentity":"e09aaa3c-7710-48e1-9632-8f31cbad8725","hostName":"bmworker29.ocp-prd-dor.bell.corp.bce.ca","sourceHost":"254.18.23.2","processRole":"internal","processBinding":"unbound"}
2025/08/05 16:02:18 FLOW_LOG: {"recType":"HOST","identity":"bcc3e4cd-cb05-47ea-bc07-693684005c1f-silm-mongodb","parent":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","startTime":1611784012000000,"endTime":0,"source":"85f36ae8-19b9-49fd-833d-02e53be0ab0e","provider":"","name":"bmworker24.ocp-prd-wyn.bell.corp.bce.ca"}
2025/08/05 16:02:18 FLOW_LOG: {"recType":"SITE","identity":"30154dce-1695-472b-8dce-1f582c24acbf","startTime":1747241419000000,"endTime":0,"source":"30154dce-1695-472b-8dce-1f582c24acbf","platform":"kubernetes","name":"skupper-prd-dor","nameSpace":"silm-mongodb","siteVersion":"1.8.1-rh-1","policy":"disabled"}
